,SVM-Gauss-meanC,SVM-Gauss-medianC,SVM-Gauss-meanGa,SVM-Gauss-medianGa
0,2.12,2.0,0.007941176470588234,0.007352941176470588
1,2.12,2.0,0.007941176470588234,0.007352941176470588
2,2.12,2.0,0.007941176470588234,0.007352941176470588
3,2.12,2.0,0.007941176470588234,0.007352941176470588
