,SVM-Gauss-meanC,SVM-Gauss-medianC,SVM-Gauss-meanGa,SVM-Gauss-medianGa
0,2.04,2.0,0.018970588235294118,0.014705882352941176
1,2.04,2.0,0.018970588235294118,0.014705882352941176
2,2.04,2.0,0.018970588235294118,0.014705882352941176
3,2.04,2.0,0.018970588235294118,0.014705882352941176
