,LR,LRt,LRparaC,DT,DTt,DTparaC,SVC3,SVC3t,paraC,Sigma
0,62.58064516129033,0.01558995246887207,-999999.0,60.0,0.0,-999999.0,60.967741935483865,0.031230926513671875,2.0,0.029411764705882353
1,62.58064516129033,0.015590667724609375,-999999.0,60.0,0.0,-999999.0,53.87096774193548,0.04689288139343262,2.0,0.014705882352941176
2,62.25806451612903,0.015572786331176758,-999999.0,60.64516129032258,0.0,-999999.0,61.935483870967744,0.03129124641418457,2.0,0.029411764705882353
3,62.58064516129033,0.015624523162841797,-999999.0,60.967741935483865,0.015625,-999999.0,61.61290322580645,0.03125,2.0,0.029411764705882353
4,62.58064516129033,0.0,-999999.0,61.29032258064516,0.0,-999999.0,60.322580645161295,0.03125572204589844,2.0,0.007352941176470588
5,62.58064516129033,0.0159761905670166,-999999.0,61.29032258064516,0.002000093460083008,-999999.0,55.16129032258065,0.046875,2.0,0.014705882352941176
6,62.58064516129033,0.015623331069946289,-999999.0,60.322580645161295,0.0,-999999.0,56.12903225806451,0.04686164855957031,2.0,0.007352941176470588
7,62.58064516129033,0.0,-999999.0,60.967741935483865,0.0,-999999.0,60.0,0.031250953674316406,2.0,0.014705882352941176
8,59.354838709677416,0.0,-999999.0,61.29032258064516,0.0,-999999.0,59.03225806451613,0.03125,2.0,0.007352941176470588
9,62.58064516129033,0.01562643051147461,-999999.0,60.64516129032258,0.0,-999999.0,60.64516129032258,0.03125166893005371,2.0,0.007352941176470588
10,62.58064516129033,0.015624284744262695,-999999.0,60.322580645161295,0.015629053115844727,-999999.0,55.80645161290323,0.03119683265686035,2.0,0.007352941176470588
11,62.58064516129033,0.0156402587890625,-999999.0,61.29032258064516,0.0,-999999.0,59.354838709677416,0.04684805870056152,2.0,0.029411764705882353
12,62.58064516129033,0.015627145767211914,-999999.0,60.322580645161295,0.015622615814208984,-999999.0,61.935483870967744,0.0312497615814209,2.0,0.014705882352941176
13,62.58064516129033,0.015625953674316406,-999999.0,60.0,0.0,-999999.0,60.322580645161295,0.03125,2.0,0.029411764705882353
14,62.58064516129033,0.015616893768310547,-999999.0,60.0,0.015602350234985352,-999999.0,59.67741935483871,0.03122091293334961,2.0,0.029411764705882353
15,60.967741935483865,0.015658140182495117,-999999.0,59.67741935483871,0.0,-999999.0,60.967741935483865,0.03125190734863281,2.0,0.029411764705882353
16,62.58064516129033,0.015625,-999999.0,59.354838709677416,0.0,-999999.0,60.967741935483865,0.03125,2.0,0.029411764705882353
17,60.322580645161295,0.0,-999999.0,60.0,0.0,-999999.0,59.67741935483871,0.0312504768371582,2.0,0.014705882352941176
18,62.58064516129033,0.015651226043701172,-999999.0,60.0,0.0,-999999.0,60.967741935483865,0.03124690055847168,4.0,0.007352941176470588
19,62.58064516129033,0.015652179718017578,-999999.0,60.322580645161295,0.0,-999999.0,59.03225806451613,0.04687142372131348,2.0,0.014705882352941176
20,62.58064516129033,0.015578508377075195,-999999.0,59.67741935483871,0.015622615814208984,-999999.0,58.06451612903226,0.031252145767211914,2.0,0.014705882352941176
21,62.58064516129033,0.015623807907104492,-999999.0,60.64516129032258,0.0,-999999.0,59.03225806451613,0.03126215934753418,2.0,0.029411764705882353
22,62.58064516129033,0.015642404556274414,-999999.0,60.64516129032258,0.0,-999999.0,60.322580645161295,0.0312497615814209,2.0,0.029411764705882353
23,62.58064516129033,0.015629291534423828,-999999.0,60.967741935483865,0.015618085861206055,-999999.0,59.354838709677416,0.03125,2.0,0.029411764705882353
24,62.25806451612903,0.0,-999999.0,60.64516129032258,0.0,-999999.0,61.29032258064516,0.031231164932250977,2.0,0.007352941176470588
25,62.58064516129033,0.015674114227294922,-999999.0,60.0,0.0,-999999.0,61.29032258064516,0.046875715255737305,2.0,0.029411764705882353
26,62.58064516129033,0.015658855438232422,-999999.0,61.935483870967744,0.015559911727905273,-999999.0,57.41935483870968,0.031223058700561523,2.0,0.029411764705882353
27,62.58064516129033,0.015607833862304688,-999999.0,60.967741935483865,0.0,-999999.0,58.387096774193544,0.0312652587890625,2.0,0.014705882352941176
28,62.58064516129033,0.015590667724609375,-999999.0,59.354838709677416,0.0,-999999.0,59.354838709677416,0.031253814697265625,2.0,0.029411764705882353
29,62.58064516129033,0.015651464462280273,-999999.0,61.29032258064516,0.0,-999999.0,59.67741935483871,0.031252145767211914,2.0,0.029411764705882353
30,62.58064516129033,0.015630483627319336,-999999.0,60.0,0.0,-999999.0,61.29032258064516,0.031286001205444336,2.0,0.014705882352941176
31,62.58064516129033,0.0,-999999.0,60.967741935483865,0.0,-999999.0,57.74193548387097,0.031225204467773438,2.0,0.029411764705882353
32,62.58064516129033,0.015650510787963867,-999999.0,60.0,0.0,-999999.0,59.03225806451613,0.031234264373779297,2.0,0.014705882352941176
33,62.58064516129033,0.0156252384185791,-999999.0,60.64516129032258,0.0,-999999.0,60.64516129032258,0.031249523162841797,2.0,0.029411764705882353
34,62.58064516129033,0.015625,-999999.0,60.64516129032258,0.0,-999999.0,59.67741935483871,0.0468747615814209,2.0,0.007352941176470588
35,62.58064516129033,0.0156402587890625,-999999.0,60.64516129032258,0.0,-999999.0,60.0,0.04685831069946289,2.0,0.014705882352941176
36,62.58064516129033,0.015566825866699219,-999999.0,60.322580645161295,0.0,-999999.0,60.322580645161295,0.046935081481933594,2.0,0.014705882352941176
37,61.29032258064516,0.015608787536621094,-999999.0,60.967741935483865,0.0,-999999.0,60.967741935483865,0.03126692771911621,2.0,0.014705882352941176
38,62.58064516129033,0.015653133392333984,-999999.0,59.354838709677416,0.0,-999999.0,60.64516129032258,0.046877384185791016,2.0,0.014705882352941176
39,62.58064516129033,0.01565074920654297,-999999.0,60.0,0.0,-999999.0,59.03225806451613,0.03125,2.0,0.007352941176470588
40,62.58064516129033,0.0,-999999.0,60.0,0.0,-999999.0,60.322580645161295,0.0312497615814209,2.0,0.014705882352941176
41,60.322580645161295,0.0,-999999.0,57.096774193548384,0.015608072280883789,-999999.0,59.354838709677416,0.031247854232788086,2.0,0.014705882352941176
42,62.58064516129033,0.015612602233886719,-999999.0,60.322580645161295,0.0,-999999.0,60.967741935483865,0.0312497615814209,2.0,0.007352941176470588
43,62.58064516129033,0.015625,-999999.0,60.0,0.0,-999999.0,57.096774193548384,0.0468752384185791,2.0,0.029411764705882353
44,62.58064516129033,0.0156252384185791,-999999.0,59.354838709677416,0.0,-999999.0,56.12903225806451,0.0468745231628418,2.0,0.029411764705882353
45,62.58064516129033,0.015652894973754883,-999999.0,61.29032258064516,0.0,-999999.0,60.967741935483865,0.04687786102294922,2.0,0.014705882352941176
46,62.58064516129033,0.015626192092895508,-999999.0,60.0,0.0,-999999.0,58.06451612903226,0.03125,2.0,0.014705882352941176
47,62.58064516129033,0.015613794326782227,-999999.0,60.322580645161295,0.0,-999999.0,60.322580645161295,0.03124833106994629,2.0,0.014705882352941176
48,62.58064516129033,0.015614032745361328,-999999.0,59.354838709677416,0.0,-999999.0,58.70967741935483,0.04687380790710449,2.0,0.029411764705882353
