,LR,LRt,LRparaC,DT,DTt,DTparaC,SVC3,SVC3t,paraC,Sigma
0,55.72519083969466,0.015610694885253906,-999999.0,54.961832061068705,0.0,-999999.0,54.58015267175572,0.046875715255737305,2.0,0.014705882352941176
1,55.72519083969466,0.015625,-999999.0,53.81679389312977,0.0,-999999.0,55.343511450381676,0.0312497615814209,2.0,0.007352941176470588
2,55.72519083969466,0.015625,-999999.0,54.961832061068705,0.015651941299438477,-999999.0,55.343511450381676,0.0312504768371582,4.0,0.003676470588235294
3,55.72519083969466,0.010055780410766602,-999999.0,54.58015267175572,0.0,-999999.0,54.58015267175572,0.038016557693481445,2.0,0.007352941176470588
4,55.72519083969466,0.0156252384185791,-999999.0,53.81679389312977,0.0,-999999.0,54.961832061068705,0.0312502384185791,2.0,0.007352941176470588
5,55.72519083969466,0.015653133392333984,-999999.0,53.43511450381679,0.015584468841552734,-999999.0,54.58015267175572,0.031246423721313477,2.0,0.029411764705882353
6,55.72519083969466,0.015593528747558594,-999999.0,54.961832061068705,0.0,-999999.0,52.67175572519084,0.031224966049194336,2.0,0.029411764705882353
7,55.72519083969466,0.015652894973754883,-999999.0,54.19847328244275,0.0,-999999.0,55.343511450381676,0.031244754791259766,2.0,0.007352941176470588
8,55.72519083969466,0.015623331069946289,-999999.0,54.19847328244275,0.0,-999999.0,55.72519083969466,0.0312497615814209,2.0,0.007352941176470588
9,55.72519083969466,0.015623092651367188,-999999.0,54.58015267175572,0.0,-999999.0,55.343511450381676,0.0468754768371582,2.0,0.014705882352941176
10,55.72519083969466,0.015593528747558594,-999999.0,54.19847328244275,0.0,-999999.0,54.58015267175572,0.03126788139343262,2.0,0.014705882352941176
11,55.72519083969466,0.015629291534423828,-999999.0,54.19847328244275,0.0,-999999.0,54.58015267175572,0.03127455711364746,2.0,0.014705882352941176
12,55.72519083969466,0.01561117172241211,-999999.0,55.343511450381676,0.0,-999999.0,54.19847328244275,0.031250953674316406,2.0,0.007352941176470588
13,55.72519083969466,0.015630006790161133,-999999.0,54.961832061068705,0.0,-999999.0,54.961832061068705,0.031248807907104492,2.0,0.007352941176470588
14,55.72519083969466,0.01563429832458496,-999999.0,53.43511450381679,0.0,-999999.0,53.81679389312977,0.03125309944152832,2.0,0.007352941176470588
