,SVM-Gauss-meanC,SVM-Gauss-medianC,SVM-Gauss-meanGa,SVM-Gauss-medianGa
0,2.06,2.0,0.012830882352941173,0.014705882352941176
1,2.06,2.0,0.012830882352941173,0.014705882352941176
2,2.06,2.0,0.012830882352941173,0.014705882352941176
3,2.06,2.0,0.012830882352941173,0.014705882352941176
